bodytype,seats,kms,modelYear,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,Gearbox,Mileage,DriveType,city,model
Hatchback,5,54147,2017,CNG,2,Manual,290000,Comprehensive,796,Maruti,5,30.46,FWD,Delhi,Maruti Alto 800
Hatchback,5,56716,2020,CNG,1,Manual,551000,Zero Dep,998,Maruti,5,32.52,FWD,Delhi,Maruti Wagon R
SUV,5,68000,2017,Diesel,2,Automatic,7200000,Third Party,2993,Land Rover,8,12.65,4WD,Delhi,Land Rover Range Rover Sport
Hatchback,5,49000,2015,Petrol,2,Manual,295000,Comprehensive,998,Maruti,5,21.79,FWD,Delhi,Maruti Wagon R
Sedan,5,63000,2016,Petrol,1,Manual,484999,Comprehensive,1197,Maruti,5,20.85,FWD,Delhi,Maruti Swift Dzire
Hatchback,5,77000,2011,Diesel,1,Manual,195000,Comprehensive,1396,Tata,5,25.0,FWD,Delhi,Tata Indica V2
SUV,5,3000,2023,Diesel,1,Automatic,5400000,Comprehensive,1995,BMW,7,20.37,FWD,Delhi,BMW X1
MUV,7,54000,2019,Diesel,1,Automatic,1775000,Comprehensive,2755,Toyota,6,11.36,RWD,Delhi,Toyota Innova Crysta
Sedan,5,55000,2018,Petrol,1,Manual,825000,Comprehensive,1497,Honda,5,17.4,FWD,Delhi,Honda City
Sedan,5,50000,2018,Petrol,2,Automatic,1650000,Third Party,1798,Skoda,7,15.1,FWD,Delhi,Skoda Octavia
SUV,7,16000,2022,Petrol,1,Automatic,13799999,Comprehensive,2999,Mercedes-Benz,9,18.9,AWD,Delhi,Mercedes-Benz GLS
Sedan,5,14598,2019,Petrol,2,Manual,1016000,Zero Dep,1591,Hyundai,6,17.0,FWD,Delhi,Hyundai Verna
SUV,7,96000,2015,Diesel,2,Automatic,1195000,Comprehensive,2982,Toyota,5,12.55,FWD,Delhi,Toyota Fortuner
SUV,5,40190,2018,Diesel,2,Manual,736000,Comprehensive,1248,Maruti,5,24.3,FWD,Delhi,Maruti Vitara Brezza
SUV,7,8000,2022,Petrol,1,Automatic,9100000,Comprehensive,2995,Audi,5,11.21,AWD,Delhi,Audi Q7
SUV,5,80000,2016,Diesel,1,Automatic,766000,Comprehensive,1582,Hyundai,6,17.01,FWD,Delhi,Hyundai Creta
SUV,5,46445,2016,Petrol,1,Manual,859000,Comprehensive,1591,Hyundai,6,13.0,FWD,Delhi,Hyundai Creta
MUV,7,6000,2022,Petrol,1,Manual,1910000,Comprehensive,2694,Toyota,5,8.0,RWD,Delhi,Toyota Innova Crysta
Sedan,4,26000,2021,Petrol,1,Automatic,6900000,Third Party,1998,BMW,8,13.32,FWD,Delhi,BMW 6 Series
Sedan,5,65083,2017,Petrol,1,Manual,704000,Third Party,1373,Maruti,5,20.73,FWD,Delhi,Maruti Ciaz
SUV,5,150000,2014,Diesel,2,Automatic,1751000,Comprehensive,2987,Mercedes-Benz,7,11.74,AWD,Delhi,Mercedes-Benz M-Class
Sedan,5,5378,2021,Petrol,1,Automatic,1443000,Zero Dep,1498,Honda,5,18.3,FWD,Delhi,Honda City
Sedan,5,63001,2016,Petrol,1,Automatic,765000,Comprehensive,1497,Honda,5,18.0,FWD,Delhi,Honda City
Sedan,5,68000,2014,Diesel,2,Automatic,950000,Comprehensive,1968,Audi,6,17.11,FWD,Delhi,Audi A4
MUV,7,15000,2022,Petrol,1,Manual,675000,Third Party,999,Renault,5,20.0,FWD,Delhi,Renault Triber
SUV,5,106180,2017,Diesel,1,Automatic,2095000,Comprehensive,2967,Audi,7,13.22,AWD,Delhi,Audi Q5
SUV,5,68000,2020,Diesel,1,Manual,1400000,Comprehensive,1956,Tata,6,16.35,FWD,Delhi,Tata Harrier
SUV,5,11000,2022,Petrol,1,Automatic,1975000,Comprehensive,1397,Hyundai,7,18.9,FWD,Delhi,Hyundai Creta
SUV,5,24000,2021,Petrol,1,Manual,1095000,Comprehensive,1497,Hyundai,6,18.9,FWD,Delhi,Hyundai Creta
Sedan,5,55000,2018,Petrol,1,Manual,850000,Comprehensive,1497,Honda,5,17.4,FWD,Delhi,Honda City
SUV,4,12010,2020,Diesel,1,Manual,1485000,Comprehensive,2184,Mahindra,6,15.2,4WD,Delhi,Mahindra Thar
Hatchback,5,60665,2020,Petrol,1,Manual,621000,Third Party,1197,Maruti,5,21.01,FWD,Delhi,Maruti Baleno
SUV,5,10000,2021,Petrol,2,Manual,1120000,Third Party,1497,Hyundai,6,18.9,FWD,Delhi,Hyundai Creta
MUV,7,82896,2012,Diesel,2,Manual,727000,Third Party,1248,Maruti,5,20.77,FWD,Delhi,Maruti Ertiga
Coupe,5,35000,2019,Diesel,2,Automatic,6500000,Comprehensive,1950,Mercedes-Benz,7,19.0,RWD,Delhi,Mercedes-Benz CLS-Class
SUV,4,1000,2023,Petrol,1,Automatic,1725000,Comprehensive,1462,Maruti,4,16.39,AWD,Delhi,Maruti Jimny
Sedan,5,57463,2015,Petrol,1,Manual,622000,Comprehensive,1497,Honda,5,17.4,FWD,Delhi,Honda City
SUV,5,3100,2023,Petrol,1,Manual,1310000,Comprehensive,1497,Hyundai,6,18.9,FWD,Delhi,Hyundai Creta
SUV,5,25000,2020,Diesel,2,Automatic,5200000,Comprehensive,2400,Volvo,6,11.2,AWD,Delhi,Volvo XC60
SUV,5,58716,2016,Petrol,1,Manual,625000,Zero Dep,1499,Ford,5,15.85,FWD,Delhi,Ford Ecosport
Hatchback,5,27000,2021,Petrol,1,Manual,725000,Comprehensive,1197,Hyundai,5,21.0,FWD,Delhi,Hyundai i20
Hatchback,5,51017,2017,Petrol,1,Manual,532000,Comprehensive,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
Hatchback,5,25000,2020,Petrol,1,Automatic,4300000,Comprehensive,1998,Mini,8,13.79,AWD,Delhi,Mini Cooper Clubman
SUV,7,33000,2017,Petrol,2,Automatic,3645000,Third Party,1999,Land Rover,8,18.0,AWD,Delhi,Land Rover Discovery
Hatchback,5,17000,2022,Petrol,1,Manual,710000,Comprehensive,1197,Maruti,5,22.35,FWD,Delhi,Maruti Baleno
SUV,7,95000,2014,Diesel,1,Automatic,1390000,Comprehensive,2982,Toyota,5,12.55,FWD,Delhi,Toyota Fortuner
SUV,5,15000,2020,Diesel,2,Automatic,7600000,Comprehensive,1950,Mercedes-Benz,9,18.9,AWD,Delhi,Mercedes-Benz GLE
Sedan,5,49000,2016,Petrol,1,Automatic,690000,Comprehensive,1373,Maruti,4,19.12,FWD,Delhi,Maruti Ciaz
Sedan,5,34000,2015,Petrol,2,Automatic,2000000,Third Party,1798,Audi,8,15.64,FWD,Delhi,Audi A4
Sedan,5,70000,2013,Petrol,1,Manual,350000,Comprehensive,1197,Maruti,5,20.85,FWD,Delhi,Maruti Swift Dzire
SUV,5,29100,2020,Petrol,1,Manual,1145000,Comprehensive,998,Kia,6,18.2,FWD,Delhi,Kia Sonet
Sedan,5,57116,2018,Petrol,1,Manual,518000,Zero Dep,1199,Tata,5,20.3,FWD,Delhi,Tata Tigor
Hatchback,5,56000,2016,Petrol,1,Manual,261000,Comprehensive,814,Hyundai,5,21.1,FWD,Delhi,Hyundai EON
SUV,5,9343,2021,Petrol,1,Manual,866000,Third Party,1199,Honda,5,16.5,FWD,Delhi,Honda WR-V
Sedan,5,15000,2021,Petrol,2,Automatic,5100000,Comprehensive,1984,Audi,7,14.11,FWD,Delhi,Audi A6
SUV,7,13000,2022,Diesel,1,Manual,3850000,Comprehensive,2755,Toyota,6,18.9,RWD,Delhi,Toyota Fortuner
SUV,5,90347,2017,Petrol,2,Automatic,944000,Third Party,1591,Hyundai,6,13.0,FWD,Delhi,Hyundai Creta
Sedan,5,36000,2021,Diesel,1,Automatic,8900000,Comprehensive,2925,Mercedes-Benz,9,13.5,RWD,Delhi,Mercedes-Benz S-Class
SUV,5,60000,2017,Diesel,1,Automatic,2125000,Comprehensive,1995,BMW,8,17.05,RWD,Delhi,BMW X1
Sedan,5,64668,2019,Petrol,1,Manual,518000,Zero Dep,1194,Ford,5,19.4,FWD,Delhi,Ford Aspire
SUV,6,7800,2023,Diesel,0,Automatic,4500000,Comprehensive,1996,MG,8,12.04,4WD,Delhi,MG Gloster
Sedan,5,87313,2014,Petrol,1,Manual,574000,Comprehensive,1497,Honda,5,17.4,FWD,Delhi,Honda City
SUV,5,60000,2018,Diesel,2,Automatic,3800000,Comprehensive,1984,Volvo,8,14.7,FWD,Delhi,Volvo XC60
Hatchback,5,39000,2015,Petrol,1,Manual,449000,Comprehensive,1199,Honda,5,18.7,FWD,Delhi,Honda Jazz
SUV,6,18000,2021,Petrol,1,Automatic,1925000,Comprehensive,1451,MG,6,11.67,FWD,Delhi,MG Hector Plus
SUV,7,18000,2020,Diesel,2,Automatic,5650000,Comprehensive,1999,Land Rover,9,18.9,4WD,Delhi,Land Rover Discovery Sport
SUV,5,11000,2016,Petrol,1,Automatic,6600000,Comprehensive,3456,Lexus,8,18.8,AWD,Delhi,Lexus RX
SUV,5,30000,2021,Petrol,1,Automatic,6200000,Comprehensive,1998,Jeep,8,12.1,4WD,Delhi,Jeep Wrangler
SUV,5,8000,2018,Diesel,1,Automatic,2700000,Comprehensive,2143,Mercedes-Benz,7,17.9,RWD,Delhi,Mercedes-Benz GLA Class
Sedan,5,57000,2017,Petrol,1,Automatic,4050000,Comprehensive,1991,Mercedes-Benz,9,15.0,RWD,Delhi,Mercedes-Benz E-Class
SUV,7,89500,2016,Diesel,2,Automatic,3600000,Comprehensive,2967,Audi,8,14.75,AWD,Delhi,Audi Q7
SUV,5,27684,2017,Petrol,2,Manual,719000,Third Party,1199,Honda,5,17.5,FWD,Delhi,Honda WR-V
Sedan,5,22000,2017,Petrol,1,Automatic,3300000,Comprehensive,1991,Mercedes-Benz,9,14.74,RWD,Delhi,Mercedes-Benz C-Class
Hatchback,5,71566,2019,Petrol,1,Manual,507000,Comprehensive,1194,Ford,5,20.4,FWD,Delhi,Ford Figo
SUV,7,75000,2016,Diesel,2,Automatic,3995000,Third Party,2967,Audi,8,14.75,AWD,Delhi,Audi Q7
Sedan,4,58000,2017,Diesel,2,Automatic,2600000,Comprehensive,2143,Mercedes-Benz,7,19.4,RWD,Delhi,Mercedes-Benz CLS-Class
Sedan,5,75455,2015,Petrol,2,Automatic,665000,Third Party,1497,Honda,5,18.0,FWD,Delhi,Honda City
SUV,5,10000,2022,Petrol,1,Automatic,1500000,Comprehensive,1498,MG,8,14.82,FWD,Delhi,MG Astor
SUV,7,80000,2017,Diesel,1,Automatic,2349000,Third Party,3198,Ford,6,10.91,4WD,Delhi,Ford Endeavour
SUV,5,85031,2018,Petrol,1,Automatic,1052000,Comprehensive,1591,Hyundai,6,14.8,FWD,Delhi,Hyundai Creta
SUV,5,22000,2021,Diesel,1,Automatic,6700000,Comprehensive,1997,Land Rover,9,18.9,AWD,Delhi,Land Rover Range Rover Evoque
SUV,5,37527,2020,Diesel,1,Manual,930000,Zero Dep,1498,Ford,5,21.7,FWD,Delhi,Ford Ecosport
SUV,5,80000,2019,Diesel,1,Manual,850000,Comprehensive,1248,Maruti,5,24.3,FWD,Delhi,Maruti Vitara Brezza
Sedan,5,14000,2022,Petrol,1,Automatic,5100000,Comprehensive,1991,Mercedes-Benz,7,18.9,AWD,Delhi,Mercedes-Benz AMG A 35
SUV,7,40000,2018,Diesel,1,Automatic,1300000,Third Party,2179,Mahindra,6,15.1,FWD,Delhi,Mahindra XUV500
Hatchback,5,10000,2020,Petrol,1,Manual,625000,Third Party,1197,Toyota,5,21.01,FWD,Delhi,Toyota Glanza
SUV,5,50000,2016,Diesel,1,Automatic,5600000,Comprehensive,2967,Porsche,8,16.12,AWD,Delhi,Porsche Cayenne
SUV,5,65000,2017,Diesel,2,Automatic,1950000,Third Party,1995,BMW,8,20.68,FWD,Delhi,BMW X1
SUV,5,72011,2015,Diesel,1,Automatic,1499000,Comprehensive,1968,Audi,7,15.17,AWD,Delhi,Audi Q3
SUV,5,40011,2021,Diesel,1,Automatic,2450000,Comprehensive,1956,Jeep,9,14.9,4WD,Delhi,Jeep Compass
MUV,7,85000,2016,Petrol,1,Manual,735000,Comprehensive,1462,Maruti,5,19.34,RWD,Delhi,Maruti Ertiga
SUV,5,36206,2018,Petrol,2,Manual,726000,Zero Dep,1497,Ford,5,17.0,FWD,Delhi,Ford Ecosport
MUV,8,48011,2017,Diesel,1,Manual,1650000,Comprehensive,2393,Toyota,5,13.68,RWD,Delhi,Toyota Innova Crysta
Hatchback,5,86919,2019,Petrol,2,Manual,688000,Comprehensive,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
SUV,5,4000,2022,Petrol,1,Automatic,39500000,Comprehensive,3982,Mercedes-Benz,9,18.9,4WD,Delhi,Mercedes-Benz AMG G 63
Sedan,5,69650,2014,CNG,2,Manual,365000,Comprehensive,1198,Honda,5,18.0,FWD,Delhi,Honda Amaze
Sedan,5,41051,2018,Petrol,1,Manual,627000,Third Party,999,Volkswagen,5,19.44,FWD,Delhi,Volkswagen Ameo
MUV,7,52011,2019,Diesel,1,Automatic,1798999,Comprehensive,2755,Toyota,6,11.36,RWD,Delhi,Toyota Innova Crysta
Hatchback,5,52439,2013,Petrol,1,Manual,335000,Comprehensive,1086,Hyundai,5,19.81,FWD,Delhi,Hyundai i10
Sedan,5,82347,2014,Petrol,2,Automatic,528000,Comprehensive,1373,Maruti,4,19.12,FWD,Delhi,Maruti Ciaz
SUV,7,52001,2014,Diesel,2,Automatic,1898999,Comprehensive,2967,Audi,8,12.07,AWD,Delhi,Audi Q7
Sedan,5,97249,2014,Petrol,1,Manual,511000,Third Party,1373,Maruti,5,20.73,FWD,Delhi,Maruti Ciaz
SUV,7,11800,2023,Petrol,1,Automatic,9300000,Comprehensive,2995,Audi,5,18.9,AWD,Delhi,Audi Q7
SUV,6,5700,2022,Diesel,1,Manual,2099000,Comprehensive,1956,Tata,6,16.14,FWD,Delhi,Tata New Safari
SUV,7,52011,2021,Diesel,1,Automatic,1950000,Comprehensive,1956,Tata,6,14.08,FWD,Delhi,Tata New Safari
SUV,5,52368,2018,Diesel,1,Manual,849000,Third Party,1248,Maruti,5,24.3,FWD,Delhi,Maruti Vitara Brezza
SUV,5,33500,2020,Diesel,1,Automatic,7950000,Comprehensive,1950,Mercedes-Benz,9,18.9,AWD,Delhi,Mercedes-Benz GLE
Sedan,5,80000,2020,Petrol,1,Manual,500000,Third Party,1199,Honda,5,18.6,FWD,Delhi,Honda Amaze
SUV,5,85162,2017,Diesel,2,Manual,525000,Third Party,1498,Honda,6,25.5,FWD,Delhi,Honda WR-V
MUV,7,83863,2017,Petrol,1,Automatic,775000,Third Party,1373,Maruti,4,17.03,FWD,Delhi,Maruti Ertiga
SUV,7,9500,2019,Petrol,1,Automatic,11000000,Comprehensive,2998,BMW,8,10.54,AWD,Delhi,BMW X7
Hatchback,5,62526,2016,Petrol,1,Manual,486000,Zero Dep,1199,Honda,5,18.7,FWD,Delhi,Honda Jazz
Hatchback,5,40000,2018,Petrol,1,Manual,450000,Third Party,1197,Maruti,5,22.0,FWD,Delhi,Maruti Swift
SUV,5,35331,2019,Diesel,1,Manual,989000,Zero Dep,1461,Renault,6,19.87,FWD,Delhi,Renault Duster
SUV,7,40000,2020,Diesel,1,Automatic,5550000,Comprehensive,1999,Land Rover,9,18.9,4WD,Delhi,Land Rover Discovery Sport
SUV,5,10000,2023,Petrol,1,Automatic,5100000,Third Party,1984,Audi,7,18.9,AWD,Delhi,Audi Q3 Sportback
Hatchback,5,14893,2019,Petrol,1,Manual,526000,Zero Dep,1086,Hyundai,5,20.3,FWD,Delhi,Hyundai Santro
Hatchback,5,110000,2011,Petrol,2,Manual,170000,Third Party,998,Maruti,5,18.9,FWD,Delhi,Maruti Wagon R
Sedan,5,7900,2021,Diesel,1,Automatic,15500000,Comprehensive,2925,Mercedes-Benz,9,13.5,RWD,Delhi,Mercedes-Benz S-Class
Hatchback,5,55215,2016,Petrol,1,Manual,434000,Zero Dep,1197,Hyundai,5,18.9,FWD,Delhi,Hyundai Grand i10
Sedan,5,100000,2014,Petrol,1,Manual,300000,Third Party,1497,Honda,5,17.4,FWD,Delhi,Honda City
Sedan,5,49930,2021,Diesel,1,Manual,1103000,Third Party,1493,Hyundai,6,25.0,FWD,Delhi,Hyundai Verna
SUV,5,54000,2017,Diesel,1,Manual,645000,Third Party,1248,Maruti,5,24.3,FWD,Delhi,Maruti Vitara Brezza
Sedan,5,1200,2021,Petrol,1,Automatic,5150000,Third Party,1991,Mercedes-Benz,7,18.9,AWD,Delhi,Mercedes-Benz AMG A 35
SUV,5,7000,2020,Petrol,1,Automatic,2790000,Third Party,1984,Audi,7,18.9,AWD,Delhi,Audi Q2
SUV,5,83000,2014,Diesel,3,Automatic,1570000,Comprehensive,2143,Mercedes-Benz,7,15.26,AWD,Delhi,Mercedes-Benz M-Class
Hatchback,5,60000,2011,Petrol,2,Manual,130000,Third Party,1197,Hyundai,5,20.36,FWD,Delhi,Hyundai i10
Sedan,5,100000,2018,CNG,1,Manual,300000,Third Party,1197,Maruti,5,26.55,FWD,Delhi,Maruti Swift Dzire Tour
Hatchback,5,60000,2009,Petrol,2,Manual,85000,Third Party,1197,Hyundai,5,20.36,FWD,Delhi,Hyundai i10
SUV,5,25000,2020,Petrol,1,Automatic,3750000,Comprehensive,1969,Volvo,8,18.9,FWD,Delhi,Volvo XC40
Sedan,5,67593,2015,Petrol,1,Manual,422000,Third Party,1198,Honda,5,18.0,FWD,Delhi,Honda Amaze
SUV,5,50000,2020,Diesel,1,Automatic,1500000,Third Party,1493,Hyundai,6,18.5,FWD,Delhi,Hyundai Creta
Hatchback,5,88882,2016,Petrol,1,Manual,495000,Comprehensive,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
Sedan,5,78986,2016,Petrol,1,Manual,815000,Comprehensive,1798,Toyota,6,14.28,FWD,Delhi,Toyota Corolla Altis
Sedan,5,100000,2014,Diesel,1,Manual,215000,Third Party,1248,Maruti,5,23.4,FWD,Delhi,Maruti Swift Dzire
Hatchback,5,24727,2015,Petrol,2,Manual,501999,Comprehensive,1197,Hyundai,5,17.19,FWD,Delhi,Hyundai i20 Active
SUV,5,70000,2014,Diesel,3,Automatic,800000,Third Party,1968,Audi,7,15.73,AWD,Delhi,Audi Q3
Sedan,4,34000,2019,Petrol,1,Automatic,15900000,Comprehensive,3982,Mercedes-Benz,9,7.08,AWD,Delhi,Mercedes-Benz S-Class
Hatchback,5,79328,2017,Petrol,1,Automatic,565000,Comprehensive,1199,Honda,5,19.0,FWD,Delhi,Honda Jazz
Hatchback,5,50000,2017,Petrol,1,Manual,280000,Third Party,998,Maruti,5,23.95,FWD,Delhi,Maruti Alto K10
Hatchback,5,62113,2017,Petrol,2,Manual,524000,Third Party,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
SUV,5,2300,2023,Petrol,1,Manual,1650000,Comprehensive,1497,Hyundai,6,18.9,FWD,Delhi,Hyundai Creta
Sedan,5,120000,2013,Petrol,3,Automatic,450000,Third Party,1794,Toyota,7,14.53,FWD,Delhi,Toyota Corolla Altis
Hatchback,5,120000,2018,Diesel,2,Manual,315000,Third Party,1047,Tata,5,27.28,FWD,Delhi,Tata Tiago
SUV,5,5000,2022,Petrol,1,Automatic,4400000,Comprehensive,1969,Volvo,8,18.9,FWD,Delhi,Volvo XC40
Sedan,5,60000,2018,Petrol,2,Manual,750000,Third Party,1591,Hyundai,6,17.0,FWD,Delhi,Hyundai Verna
Hatchback,5,30000,2021,Petrol,1,Manual,635000,Third Party,1197,Maruti,5,21.01,FWD,Delhi,Maruti Baleno
SUV,5,67000,2018,Diesel,1,Manual,1110000,Comprehensive,1956,Jeep,6,17.1,4WD,Delhi,Jeep Compass
Hatchback,5,86183,2016,Petrol,1,Manual,450000,Zero Dep,1197,Hyundai,5,18.9,FWD,Delhi,Hyundai Grand i10
Sedan,5,70000,2013,Diesel,1,Manual,260000,Third Party,1364,Toyota,5,23.59,FWD,Delhi,Toyota Etios
Hatchback,5,88991,2013,Petrol,1,Manual,346000,Third Party,1197,Maruti,5,22.38,FWD,Delhi,Maruti Swift
SUV,5,18000,2019,Diesel,2,Automatic,5260000,Comprehensive,1995,BMW,8,16.55,4WD,Delhi,BMW X4
SUV,5,55000,2019,Petrol,1,Automatic,1475000,Comprehensive,1368,Jeep,7,14.1,4WD,Delhi,Jeep Compass
Hatchback,4,62657,2021,CNG,1,Manual,479000,Third Party,998,Maruti,5,31.2,FWD,Delhi,Maruti S-Presso
Hatchback,5,16452,2017,Petrol,1,Automatic,300000,Comprehensive,999,Renault,5,24.04,FWD,Delhi,Renault KWID
Sedan,5,40000,2017,Petrol,2,Automatic,2475000,Comprehensive,1991,Mercedes-Benz,7,15.04,FWD,Delhi,Mercedes-Benz CLA
Hatchback,5,31029,2022,CNG,1,Manual,740000,Zero Dep,1199,Tata,5,529.8,FWD,Delhi,Tata Tiago
Hatchback,5,40000,2018,Petrol,2,Manual,450000,Third Party,1197,Maruti,5,22.0,FWD,Delhi,Maruti Swift
Hatchback,5,46724,2014,Petrol,2,Manual,403000,Comprehensive,1197,Hyundai,5,18.5,FWD,Delhi,Hyundai i20
Sedan,5,86000,2011,Petrol,1,Automatic,750000,Third Party,1991,Mercedes-Benz,9,14.74,RWD,Delhi,Mercedes-Benz C-Class
SUV,7,40000,2015,Diesel,1,Manual,800000,Third Party,2179,Mahindra,6,16.0,FWD,Delhi,Mahindra XUV500
Sedan,5,80000,2015,Petrol,1,Automatic,1425000,Third Party,2494,Toyota,6,19.16,FWD,Delhi,Toyota Camry
Sedan,5,70000,2015,Petrol,1,Automatic,1425000,Third Party,2494,Toyota,6,19.16,FWD,Delhi,Toyota Camry
Sedan,5,60000,2016,Petrol,1,Manual,660000,Comprehensive,1497,Honda,5,17.4,FWD,Delhi,Honda City
Hatchback,5,60000,2009,Petrol,1,Manual,150000,Third Party,1061,Maruti,5,18.9,FWD,Delhi,Maruti Wagon R
Hatchback,5,80000,2015,Diesel,4,Manual,220000,Third Party,793,Maruti,5,27.62,FWD,Delhi,Maruti Celerio
SUV,7,90000,2019,Diesel,1,Automatic,2800000,Comprehensive,3198,Ford,6,10.91,4WD,Delhi,Ford Endeavour
Hatchback,5,71727,2021,CNG,1,Manual,676000,Third Party,1197,Hyundai,5,18.9,FWD,Delhi,Hyundai Grand i10 Nios
Sedan,5,73000,2013,Diesel,1,Automatic,1125000,Comprehensive,2143,Mercedes-Benz,5,14.21,RWD,Delhi,Mercedes-Benz E-Class
SUV,5,85482,2017,Petrol,1,Manual,686000,Third Party,1199,Honda,5,17.5,FWD,Delhi,Honda WR-V
SUV,5,54500,2016,Petrol,2,Automatic,2300000,Comprehensive,1991,Mercedes-Benz,7,12.33,AWD,Delhi,Mercedes-Benz GLA
Hatchback,5,60000,2016,CNG,2,Manual,260000,Third Party,998,Maruti,5,31.79,FWD,Delhi,Maruti Celerio
Sedan,5,89581,2017,Petrol,1,Manual,798000,Zero Dep,1591,Hyundai,5,17.01,FWD,Delhi,Hyundai Verna
Sedan,5,110000,2014,Petrol,2,Automatic,275000,Third Party,1598,Skoda,6,14.3,FWD,Delhi,Skoda Rapid
SUV,7,79500,2016,Diesel,1,Automatic,4890000,Comprehensive,2987,Mercedes-Benz,9,11.0,AWD,Delhi,Mercedes-Benz GLS
Sedan,5,69164,2011,Petrol,2,Manual,250000,Third Party,1496,Toyota,5,17.6,FWD,Delhi,Toyota Etios
SUV,5,28000,2016,Petrol,1,Automatic,1450000,Comprehensive,1997,Honda,5,13.7,FWD,Delhi,Honda CR-V
SUV,5,66175,2018,Diesel,1,Manual,787000,Comprehensive,1248,Maruti,5,24.3,FWD,Delhi,Maruti Vitara Brezza
SUV,5,22000,2020,Petrol,2,Automatic,7500000,Comprehensive,2894,Porsche,7,18.9,AWD,Delhi,Porsche Macan
Sedan,5,47001,2017,Petrol,1,Manual,484999,Comprehensive,1199,Tata,5,20.3,FWD,Delhi,Tata Tigor
SUV,7,145000,2016,Diesel,1,Automatic,1714999,Comprehensive,2755,Toyota,6,15.04,4WD,Delhi,Toyota Fortuner
Sedan,5,19000,2021,Petrol,1,Automatic,6100000,Comprehensive,1991,Mercedes-Benz,9,15.0,RWD,Delhi,Mercedes-Benz E-Class
Sedan,5,43600,2015,Diesel,2,Automatic,1200000,Third Party,1968,Audi,8,17.11,FWD,Delhi,Audi A4
Hatchback,5,63521,2016,Petrol,1,Manual,425000,Comprehensive,1197,Hyundai,5,25.0,FWD,Delhi,Hyundai Grand i10
Sedan,5,18021,2021,Petrol,1,Manual,700000,Comprehensive,1197,Maruti,5,22.41,FWD,Delhi,Maruti Swift Dzire
Hatchback,5,90000,2008,Petrol,1,Manual,61000,Third Party,1061,Maruti,5,17.3,FWD,Delhi,Maruti Wagon R
SUV,5,38000,2021,Diesel,1,Automatic,24500000,Comprehensive,2925,Mercedes-Benz,9,8.13,AWD,Delhi,Mercedes-Benz G
Hatchback,5,39076,2021,Petrol,1,Manual,711000,Third Party,1194,Ford,5,18.5,FWD,Delhi,Ford Figo
SUV,5,36000,2020,Petrol,1,Automatic,5250000,Comprehensive,1991,Mercedes-Benz,9,12.74,AWD,Delhi,Mercedes-Benz GLC
Hatchback,5,106848,2018,CNG,1,Manual,423000,Zero Dep,998,Maruti,5,712.0,FWD,Delhi,Maruti Celerio
MUV,7,105000,2017,Diesel,1,Manual,1500000,Third Party,2393,Toyota,5,13.68,RWD,Delhi,Toyota Innova Crysta
Convertibles,4,6500,2020,Petrol,2,Automatic,4450000,Third Party,1998,Mini,7,16.72,RWD,Delhi,Mini Cooper Convertible
Hatchback,5,111237,2010,Petrol,2,Manual,140000,Third Party,1197,Hyundai,5,20.36,FWD,Delhi,Hyundai i10
Hatchback,5,70000,2018,Petrol,2,Automatic,715000,Third Party,1197,Volkswagen,7,17.21,FWD,Delhi,Volkswagen Polo
SUV,7,95000,2015,Diesel,2,Automatic,1075000,Comprehensive,2400,Volvo,6,11.1,AWD,Delhi,Volvo XC 90
SUV,5,13278,2022,Petrol,1,Manual,836999,Comprehensive,999,Nissan,5,18.75,FWD,Delhi,Nissan Magnite
SUV,4,35000,2022,Diesel,2,Automatic,1650000,Third Party,2184,Mahindra,6,18.9,4WD,Delhi,Mahindra Thar
SUV,5,12255,2022,Petrol,1,Manual,894000,Third Party,999,Nissan,5,20.0,FWD,Delhi,Nissan Magnite
SUV,7,68000,2017,Petrol,1,Automatic,6250000,Comprehensive,2996,Mercedes-Benz,9,8.9,AWD,Delhi,Mercedes-Benz GLS
SUV,7,67000,2019,Diesel,1,Manual,950000,Third Party,2179,Tata,6,17.6,AWD,Delhi,Tata Hexa
Hatchback,5,37000,2019,Diesel,1,Manual,650000,Comprehensive,1248,Maruti,5,27.39,FWD,Delhi,Maruti Baleno
Sedan,5,8000,2020,Petrol,1,Automatic,4399000,Comprehensive,1950,Mercedes-Benz,9,11.9,RWD,Delhi,Mercedes-Benz C-Class
SUV,5,54000,2017,Diesel,1,Manual,595000,Third Party,1248,Maruti,5,23.65,FWD,Delhi,Maruti SX4 S Cross
Sedan,5,120000,2014,Diesel,1,Manual,499000,Third Party,1498,Honda,6,25.1,FWD,Delhi,Honda City
Sedan,5,70000,2010,Petrol,2,Manual,150000,Third Party,1298,Maruti,5,17.5,RWD,Delhi,Maruti Swift Dzire
SUV,5,17000,2022,Petrol,1,Automatic,6300000,Comprehensive,1991,Mercedes-Benz,9,12.74,AWD,Delhi,Mercedes-Benz GLC
SUV,7,45000,2016,Diesel,1,Automatic,5200000,Comprehensive,2987,Mercedes-Benz,9,11.0,AWD,Delhi,Mercedes-Benz GLS
