bodytype,seats,kms,modelYear,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,Gearbox,Mileage,DriveType,city,model
Hatchback,5,19717,2018,Petrol,1,Manual,459000,Third Party,998,Maruti,5,25.24,FWD,Delhi,Maruti Celerio
Sedan,5,20000,2021,Petrol,1,Automatic,5190000,Comprehensive,1998,BMW,8,15.3,RWD,Delhi,BMW 3 Series Gran Limousine
Hatchback,5,35495,2017,Petrol,1,Manual,332000,Third Party,998,Maruti,5,24.39,FWD,Delhi,Maruti Alto K10
SUV,5,25000,2016,Petrol,2,Automatic,2190000,Comprehensive,1991,Mercedes-Benz,7,13.7,AWD,Delhi,Mercedes-Benz GLA Class
SUV,5,27401,2018,Petrol,1,Automatic,1550000,Third Party,1368,Jeep,7,16.0,4WD,Delhi,Jeep Compass
Hatchback,5,15981,2019,Petrol,1,Manual,426999,Comprehensive,998,Maruti,5,21.7,FWD,Delhi,Maruti S-Presso
SUV,5,7500,2022,Petrol,1,Automatic,1900000,Comprehensive,1451,MG,8,18.9,FWD,Delhi,MG Hector
Sedan,5,6300,2022,Petrol,1,Automatic,4200000,Comprehensive,1998,Audi,7,18.9,FWD,Delhi,Audi A4
Hatchback,5,73052,2011,Petrol,1,Manual,183000,Third Party,1197,Hyundai,5,20.36,FWD,Delhi,Hyundai i10
Sedan,5,61000,2014,Petrol,1,Automatic,571000,Comprehensive,1497,Honda,5,18.0,FWD,Delhi,Honda City
SUV,5,15036,2021,Petrol,1,Manual,806000,Third Party,1199,Tata,5,20.09,FWD,Delhi,Tata Punch
Sedan,5,94000,2015,Diesel,1,Automatic,1700000,Comprehensive,1995,BMW,8,20.37,FWD,Delhi,BMW 5 Series
Sedan,5,39000,2018,Petrol,1,Manual,525000,Third Party,1197,Hyundai,5,20.14,FWD,Delhi,Hyundai Xcent
SUV,6,90000,2016,Petrol,3,Manual,250000,Third Party,1198,Mahindra,5,18.15,FWD,Delhi,Mahindra KUV 100
Hatchback,5,90000,2011,Petrol,1,Manual,120000,Third Party,1198,Skoda,5,16.25,RWD,Delhi,Skoda Fabia
SUV,7,44000,2017,Diesel,2,Automatic,5550000,Third Party,2987,Mercedes-Benz,9,11.0,AWD,Delhi,Mercedes-Benz GLS
Hatchback,5,120000,2006,Petrol,2,Manual,60000,Third Party,998,Maruti,5,18.9,FWD,Delhi,Maruti Wagon R
Hatchback,5,30000,2018,Petrol,1,Manual,265000,Third Party,799,Renault,5,25.17,FWD,Delhi,Renault KWID
SUV,5,4900,2021,Petrol,1,Automatic,6150000,Comprehensive,1969,Volvo,8,11.2,AWD,Delhi,Volvo XC60
Hatchback,5,36000,2015,Petrol,2,Automatic,1975000,Comprehensive,1598,Mini,6,19.23,FWD,Delhi,Mini Cooper
Hatchback,5,4975,2022,Petrol,1,Manual,519000,Comprehensive,1197,Maruti,5,20.89,FWD,Delhi,Maruti Ignis
Hatchback,5,48000,2014,CNG,2,Manual,249000,Comprehensive,796,Maruti,5,30.46,FWD,Delhi,Maruti Alto 800
MUV,7,36758,2021,Petrol,1,Manual,558000,Third Party,999,Renault,5,20.0,FWD,Delhi,Renault Triber
Sedan,5,3500,2022,Petrol,1,Automatic,5590000,Comprehensive,1998,BMW,8,15.3,RWD,Delhi,BMW 3 Series Gran Limousine
SUV,5,10000,2022,Petrol,1,Automatic,1025000,Third Party,999,Renault,5,18.24,FWD,Delhi,Renault Kiger
SUV,5,61882,2021,Petrol,1,Manual,698000,Comprehensive,999,Nissan,5,18.75,FWD,Delhi,Nissan Magnite
Hatchback,5,66000,2011,Petrol,1,Manual,275000,Comprehensive,1198,Volkswagen,5,17.0,RWD,Delhi,Volkswagen Polo
SUV,7,46000,2018,Petrol,1,Automatic,3950000,Comprehensive,1997,Land Rover,9,12.81,4WD,Delhi,Land Rover Discovery Sport
Hatchback,5,6088,2021,Petrol,1,Manual,524000,Comprehensive,1197,Maruti,5,20.89,FWD,Delhi,Maruti Ignis
Hatchback,5,23000,2018,Petrol,1,Automatic,675000,Comprehensive,1197,Hyundai,5,17.4,FWD,Delhi,Hyundai i20
Hatchback,5,41732,2018,Petrol,1,Manual,546000,Zero Dep,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
Sedan,5,55000,2018,Diesel,2,Automatic,3685000,Comprehensive,1995,BMW,8,22.48,RWD,Delhi,BMW 5 Series
SUV,5,51000,2019,Diesel,1,Manual,775000,Comprehensive,1248,Maruti,5,24.3,FWD,Delhi,Maruti Vitara Brezza
Hatchback,5,38000,2015,Petrol,1,Manual,245000,Comprehensive,814,Hyundai,5,21.1,FWD,Delhi,Hyundai EON
SUV,7,60000,2016,Diesel,1,Manual,1000000,Third Party,2179,Mahindra,6,16.0,FWD,Delhi,Mahindra XUV500
SUV,5,75000,2016,Diesel,1,Automatic,3090000,Comprehensive,2143,Mercedes-Benz,9,17.9,AWD,Delhi,Mercedes-Benz GLE
SUV,5,92000,2014,Diesel,3,Automatic,1300000,Comprehensive,1968,Audi,7,14.16,AWD,Delhi,Audi Q5
Hatchback,5,90000,2009,Petrol,3,Manual,95000,Third Party,1198,Honda,5,16.0,RWD,Delhi,Honda Jazz
SUV,5,92000,2013,Diesel,2,Automatic,1300000,Comprehensive,1968,Audi,7,14.16,AWD,Delhi,Audi Q5
Hatchback,5,49010,2019,Petrol,1,Manual,595000,Third Party,1197,Hyundai,5,18.6,FWD,Delhi,Hyundai i20
Hatchback,5,26089,2019,Petrol,1,Manual,592000,Third Party,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
SUV,7,54000,2014,Diesel,1,Manual,520000,Third Party,2179,Mahindra,5,15.4,RWD,Delhi,Mahindra Scorpio
Hatchback,5,37302,2018,Petrol,1,Manual,352000,Comprehensive,998,Maruti,5,24.39,FWD,Delhi,Maruti Alto K10
Sedan,5,42000,2018,Diesel,2,Automatic,2550000,Comprehensive,2143,Mercedes-Benz,7,17.9,FWD,Delhi,Mercedes-Benz CLA
Hatchback,5,37000,2021,Petrol,1,Automatic,890000,Comprehensive,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
Hatchback,5,36483,2015,Petrol,1,Manual,258000,Third Party,796,Maruti,5,22.05,FWD,Delhi,Maruti Alto 800
Sedan,5,62000,2015,Petrol,1,Automatic,775000,Comprehensive,1999,Hyundai,6,14.62,FWD,Delhi,Hyundai Elantra
SUV,5,38010,2019,Petrol,1,Manual,1095000,Third Party,1591,Hyundai,6,15.8,FWD,Delhi,Hyundai Creta
Hatchback,5,35123,2018,Petrol,2,Automatic,475000,Comprehensive,998,Maruti,5,23.1,FWD,Delhi,Maruti Celerio
Sedan,5,43000,2016,Petrol,1,Automatic,800000,Comprehensive,1497,Honda,5,18.0,FWD,Delhi,Honda City
SUV,5,25154,2019,Diesel,2,Manual,738000,Third Party,1498,Ford,5,23.0,FWD,Delhi,Ford Ecosport
Sedan,5,10000,2020,Diesel,1,Automatic,5600000,Comprehensive,1995,BMW,8,20.37,RWD,Delhi,BMW 5 Series
SUV,5,30600,2021,Diesel,2,Automatic,1850000,Comprehensive,1956,Tata,6,14.6,FWD,Delhi,Tata Harrier
SUV,5,55000,2020,Petrol,1,Manual,775000,Third Party,1197,Hyundai,5,17.52,FWD,Delhi,Hyundai Venue
SUV,4,14500,2021,Petrol,2,Automatic,1550000,Comprehensive,1997,Mahindra,6,18.9,RWD,Delhi,Mahindra Thar
SUV,7,80000,2017,Diesel,2,Automatic,4950000,Comprehensive,2987,Mercedes-Benz,9,11.0,AWD,Delhi,Mercedes-Benz GLS
Sedan,5,76000,2013,Petrol,1,Automatic,575000,Comprehensive,1797,Hyundai,6,14.5,FWD,Delhi,Hyundai Elantra
Sedan,5,58000,2018,Petrol,1,Automatic,675000,Third Party,1199,Honda,5,18.3,FWD,Delhi,Honda Amaze
SUV,5,34000,2020,Petrol,1,Automatic,1650000,Third Party,1353,Kia,7,16.2,RWD,Delhi,Kia Seltos
SUV,7,25000,2019,Diesel,1,Automatic,6675000,Third Party,2967,Audi,8,14.75,AWD,Delhi,Audi Q7
Hatchback,5,25367,2017,Petrol,1,Manual,568000,Comprehensive,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
Sedan,5,29000,2016,Petrol,1,Automatic,2350000,Comprehensive,1991,Mercedes-Benz,7,15.04,FWD,Delhi,Mercedes-Benz CLA
Hatchback,5,27240,2017,Petrol,1,Manual,548000,Third Party,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
Sedan,5,55000,2015,Petrol,1,Automatic,5150000,Comprehensive,4663,Mercedes-Benz,7,7.81,RWD,Delhi,Mercedes-Benz S-Class
SUV,5,28000,2020,Diesel,1,Manual,1150000,Comprehensive,1493,Hyundai,6,18.9,FWD,Delhi,Hyundai Creta
Hatchback,5,20755,2016,Petrol,2,Manual,503000,Comprehensive,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
Hatchback,7,10500,2023,Petrol,1,Automatic,11900000,Comprehensive,2487,Toyota,5,18.9,FWD,Delhi,Toyota Vellfire
SUV,5,3500,2023,Petrol,1,Automatic,41500000,Comprehensive,3982,Mercedes-Benz,9,18.9,4WD,Delhi,Mercedes-Benz AMG G 63
Hatchback,5,56722,2014,Petrol,1,Manual,379000,Comprehensive,1197,Maruti,5,22.0,FWD,Delhi,Maruti Swift
SUV,5,81000,2013,Petrol,2,Automatic,925000,Third Party,2354,Honda,5,11.1,AWD,Delhi,Honda CR-V
Hatchback,5,55566,2011,Petrol,1,Manual,197000,Comprehensive,998,Maruti,5,19.0,FWD,Delhi,Maruti A-Star
Sedan,5,5500,2020,Petrol,1,Automatic,4825000,Third Party,1984,Audi,7,14.11,FWD,Delhi,Audi A6
SUV,5,4000,2023,Diesel,1,Manual,1775000,Comprehensive,1493,Hyundai,6,18.9,FWD,Delhi,Hyundai Creta
Sedan,5,950,2023,Petrol,1,Automatic,1650000,Comprehensive,1482,Hyundai,7,20.6,FWD,Delhi,Hyundai Verna
SUV,7,71000,2017,Diesel,1,Manual,540000,Third Party,1493,Mahindra,5,16.5,RWD,Delhi,Mahindra Bolero Power Plus
MUV,8,28000,2019,Diesel,1,Manual,1839999,Third Party,2393,Toyota,5,13.68,RWD,Delhi,Toyota Innova Crysta
Sedan,5,35000,2018,Petrol,1,Manual,885000,Comprehensive,1591,Hyundai,6,17.0,FWD,Delhi,Hyundai Verna
SUV,5,80000,2020,Petrol,1,Automatic,1800000,Third Party,1368,Jeep,7,14.01,4WD,Delhi,Jeep Compass
Sedan,5,60000,2016,Petrol,2,Automatic,600000,Third Party,1373,Maruti,4,19.12,FWD,Delhi,Maruti Ciaz
SUV,5,12710,2021,Petrol,1,Manual,965000,Third Party,1197,Mahindra,6,17.0,FWD,Delhi,Mahindra XUV300
Hatchback,5,64694,2011,Petrol,1,Manual,208000,Comprehensive,998,Maruti,5,18.9,FWD,Delhi,Maruti Wagon R
Sedan,5,67510,2019,Diesel,2,Automatic,2650000,Comprehensive,1995,BMW,8,22.69,RWD,Delhi,BMW 3 Series
Hatchback,5,21867,2018,Petrol,1,Manual,528000,Comprehensive,1197,Hyundai,5,18.9,FWD,Delhi,Hyundai Grand i10
SUV,5,18000,2022,Diesel,2,Automatic,8765000,Comprehensive,2998,BMW,8,13.38,AWD,Delhi,BMW X5
Sedan,5,78010,2018,Petrol,1,Automatic,2175000,Comprehensive,1395,Audi,7,19.2,FWD,Delhi,Audi A3
Hatchback,5,36247,2021,Petrol,1,Manual,555000,Comprehensive,1199,Tata,5,20.09,FWD,Delhi,Tata Tiago
SUV,5,3106,2022,Petrol,1,Automatic,6200000,Comprehensive,1998,Jeep,8,12.1,4WD,Delhi,Jeep Wrangler
SUV,5,40000,2020,Petrol,2,Automatic,5175000,Comprehensive,1991,Mercedes-Benz,9,12.74,AWD,Delhi,Mercedes-Benz GLC
Hatchback,5,55566,2019,Petrol,1,Manual,622000,Comprehensive,1197,Maruti,5,21.01,FWD,Delhi,Maruti Baleno
Sedan,5,91000,2016,Petrol,1,Automatic,1975000,Comprehensive,1991,Mercedes-Benz,7,15.04,FWD,Delhi,Mercedes-Benz CLA
SUV,5,46318,2021,Petrol,1,Manual,733000,Zero Dep,999,Nissan,5,18.75,FWD,Delhi,Nissan Magnite
Sedan,5,7359,2023,Petrol,1,Manual,1075000,Comprehensive,1462,Maruti,5,20.65,FWD,Delhi,Maruti Ciaz
SUV,5,35060,2022,Diesel,1,Automatic,5999000,Comprehensive,1950,Mercedes-Benz,9,18.9,AWD,Delhi,Mercedes-Benz GLC
SUV,5,22060,2020,Diesel,1,Automatic,3100000,Comprehensive,1995,BMW,8,17.05,RWD,Delhi,BMW X1
Sedan,5,68060,2017,Petrol,1,Automatic,3100000,Comprehensive,1998,BMW,8,15.34,RWD,Delhi,BMW 3 Series GT
SUV,5,27000,2017,Diesel,1,Manual,699000,Comprehensive,1248,Maruti,5,24.3,FWD,Delhi,Maruti Vitara Brezza
Sedan,5,53000,2010,Petrol,2,Manual,80000,Third Party,1495,Hyundai,5,13.2,FWD,Delhi,Hyundai Accent
Sedan,5,50000,2013,Diesel,1,Manual,250000,Third Party,1498,Honda,5,25.8,FWD,Delhi,Honda Amaze
Sedan,5,120000,2010,CNG,4,Manual,240000,Third Party,1798,Toyota,6,14.53,FWD,Delhi,Toyota Corolla Altis
Sedan,5,15000,2020,Diesel,1,Automatic,3965000,Comprehensive,1950,Mercedes-Benz,9,12.6,RWD,Delhi,Mercedes-Benz C-Class
Sedan,5,99373,2015,Petrol,1,Manual,578000,Comprehensive,1497,Honda,5,17.4,FWD,Delhi,Honda City
SUV,5,120000,2016,Diesel,1,Manual,265000,Third Party,1498,Ford,5,22.77,FWD,Delhi,Ford Ecosport
Hatchback,5,11815,2017,Petrol,1,Manual,306000,Third Party,796,Maruti,5,22.05,FWD,Delhi,Maruti Alto 800
Sedan,5,39412,2016,Petrol,1,Manual,549000,Comprehensive,1197,Maruti,5,21.21,FWD,Delhi,Maruti Swift Dzire
Hatchback,5,60000,2016,Petrol,2,Manual,450000,Third Party,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
Hatchback,5,33015,2018,Petrol,1,Manual,536000,Comprehensive,1197,Maruti,5,22.38,FWD,Delhi,Maruti Swift
Hatchback,5,44371,2012,Petrol,2,Manual,235000,Third Party,1198,Honda,5,19.4,FWD,Delhi,Honda Brio
SUV,5,3500,2023,Diesel,1,Automatic,26900000,Comprehensive,3346,Toyota,10,18.9,AWD,Delhi,Toyota Land Cruiser 300
Hatchback,5,39045,2013,Petrol,1,Manual,304000,Comprehensive,998,Maruti,5,18.9,FWD,Delhi,Maruti Wagon R
Hatchback,5,49000,2013,Petrol,1,Manual,295000,Third Party,1086,Hyundai,5,19.81,FWD,Delhi,Hyundai i10
Sedan,5,7936,2021,Petrol,1,Automatic,1296000,Comprehensive,1498,Honda,5,18.3,FWD,Delhi,Honda City
Sedan,5,66000,2014,Diesel,2,Automatic,1075000,Comprehensive,1968,Audi,8,17.68,FWD,Delhi,Audi A6
Hatchback,5,65739,2016,Petrol,1,Manual,295000,Third Party,814,Hyundai,5,21.1,FWD,Delhi,Hyundai EON
Hatchback,5,52407,2016,Petrol,1,Automatic,425000,Third Party,998,Maruti,5,23.1,FWD,Delhi,Maruti Celerio
Hatchback,5,30000,2011,Petrol,1,Automatic,350000,Third Party,1197,Hyundai,4,16.95,FWD,Delhi,Hyundai i10
Sedan,5,48000,2018,Diesel,1,Automatic,4375000,Third Party,2993,BMW,8,17.42,RWD,Delhi,BMW 5 Series
Hatchback,5,86816,2013,Petrol,1,Manual,275000,Third Party,998,Maruti,5,21.79,FWD,Delhi,Maruti Wagon R
Hatchback,5,63000,2015,Petrol,1,Manual,415000,Third Party,1197,Toyota,5,17.71,FWD,Delhi,Toyota Etios Liva
Hatchback,5,67000,2018,Petrol,1,Manual,465000,Third Party,1199,Tata,5,23.84,FWD,Delhi,Tata Tiago
Sedan,5,59000,2014,Diesel,2,Automatic,975000,Comprehensive,1968,Audi,8,17.11,FWD,Delhi,Audi A4
Hatchback,5,68838,2016,Petrol,1,Manual,545000,Comprehensive,1197,Hyundai,5,18.6,FWD,Delhi,Hyundai i20
Hatchback,5,46835,2017,Petrol,1,Manual,509999,Third Party,1197,Hyundai,5,18.9,FWD,Delhi,Hyundai Grand i10
Sedan,5,5242,2022,Petrol,2,Automatic,1403000,Third Party,1498,Honda,5,18.3,FWD,Delhi,Honda City
Hatchback,5,17457,2022,Petrol,1,Manual,749000,Comprehensive,1197,Maruti,5,22.35,FWD,Delhi,Maruti Baleno
Sedan,5,62789,2015,Petrol,1,Manual,434999,Third Party,1198,Honda,5,18.0,FWD,Delhi,Honda Amaze
Hatchback,5,33618,2016,Petrol,1,Automatic,346000,Comprehensive,998,Maruti,5,23.95,FWD,Delhi,Maruti Alto K10
Sedan,5,75946,2010,Petrol,1,Manual,204999,Third Party,1497,Honda,5,17.0,FWD,Delhi,Honda City
SUV,7,230000,2013,Diesel,1,Manual,969999,Comprehensive,2982,Toyota,5,13.0,FWD,Delhi,Toyota Fortuner
Hatchback,5,87208,2013,Petrol,1,Manual,256999,Comprehensive,998,Maruti,5,20.51,FWD,Delhi,Maruti Wagon R
Hatchback,5,42736,2016,Petrol,1,Manual,275000,Third Party,999,Datsun,5,22.5,RWD,Delhi,Datsun RediGO
Sedan,5,55556,2011,Petrol,1,Manual,229000,Comprehensive,1496,Toyota,5,17.6,FWD,Delhi,Toyota Etios
SUV,5,2054,2023,Petrol,1,Manual,1250000,Comprehensive,1462,Maruti,5,17.38,FWD,Delhi,Maruti Brezza
Sedan,5,1700,2023,Petrol,1,Automatic,7750000,Comprehensive,1991,Mercedes-Benz,9,15.0,RWD,Delhi,Mercedes-Benz E-Class
SUV,5,30120,2021,Petrol,1,Automatic,1725000,Comprehensive,1353,Kia,7,16.5,FWD,Delhi,Kia Seltos
Sedan,5,32000,2011,Petrol,1,Manual,349000,Third Party,1591,Hyundai,5,17.1,FWD,Delhi,Hyundai Verna
SUV,7,1200,2023,Diesel,1,Automatic,5500000,Comprehensive,2755,Toyota,6,18.9,4WD,Delhi,Toyota Fortuner Legender
SUV,5,9600,2021,Petrol,1,Automatic,3145000,Third Party,1984,Audi,7,18.9,AWD,Delhi,Audi Q2
Sedan,5,70000,2017,Petrol,1,Manual,699000,Comprehensive,1497,Honda,5,17.8,FWD,Delhi,Honda City
SUV,7,85000,2014,Diesel,1,Automatic,1275000,Third Party,2982,Toyota,5,12.55,4WD,Delhi,Toyota Fortuner
Wagon,5,40000,2019,Petrol,1,Automatic,565000,Comprehensive,1197,Maruti,5,21.5,FWD,Delhi,Maruti Wagon R
Hatchback,5,14163,2019,Petrol,1,Manual,722000,Comprehensive,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
SUV,4,15000,2022,Diesel,1,Manual,1685000,Comprehensive,2184,Mahindra,6,15.2,4WD,Delhi,Mahindra Thar
Sedan,5,4764,2020,Petrol,1,Manual,803999,Third Party,1197,Hyundai,5,20.5,FWD,Delhi,Hyundai Aura
SUV,7,20000,2023,Diesel,1,Automatic,4300000,Comprehensive,1996,MG,8,12.04,4WD,Delhi,MG Gloster
MUV,7,7600,2022,Petrol,1,Manual,2275000,Comprehensive,2694,Toyota,5,8.0,RWD,Delhi,Toyota Innova Crysta
Sedan,5,69815,2016,Petrol,1,Automatic,742000,Third Party,1497,Honda,5,18.0,FWD,Delhi,Honda City
SUV,5,82000,2018,Diesel,1,Manual,910000,Third Party,1396,Hyundai,6,22.1,FWD,Delhi,Hyundai Creta
SUV,5,8400,2021,Petrol,1,Automatic,4000000,Comprehensive,1998,BMW,7,14.82,FWD,Delhi,BMW X1
Hatchback,5,75463,2013,Petrol,1,Manual,315000,Comprehensive,1197,Maruti,5,22.38,FWD,Delhi,Maruti Swift
Hatchback,5,66000,2013,CNG,1,Manual,231000,Comprehensive,998,Maruti,5,33.54,FWD,Delhi,Maruti Wagon R
Hatchback,5,22091,2017,Petrol,1,Manual,557000,Third Party,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
Sedan,4,32000,2019,Diesel,1,Automatic,5775000,Third Party,2993,BMW,8,17.09,FWD,Delhi,BMW 6 Series
Hatchback,5,65000,2012,Petrol,2,Manual,231000,Comprehensive,1086,Hyundai,5,19.81,FWD,Delhi,Hyundai i10
Hatchback,5,66000,2016,Petrol,1,Manual,369000,Comprehensive,1199,Tata,5,23.84,FWD,Delhi,Tata Tiago
SUV,5,25000,2019,Diesel,1,Automatic,5250000,Comprehensive,2993,BMW,8,15.97,4WD,Delhi,BMW X5
SUV,7,110000,2018,Diesel,1,Automatic,2675000,Comprehensive,3198,Ford,6,10.91,4WD,Delhi,Ford Endeavour
SUV,5,15000,2022,Petrol,1,Manual,1150000,Comprehensive,1498,MG,5,18.9,FWD,Delhi,MG Astor
Hatchback,5,30000,2021,Petrol,1,Manual,700000,Comprehensive,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
SUV,5,47000,2021,Diesel,1,Automatic,1300000,Comprehensive,1493,Kia,6,17.8,RWD,Delhi,Kia Seltos
SUV,5,6000,2023,Diesel,1,Automatic,5490000,Comprehensive,1995,BMW,7,20.37,FWD,Delhi,BMW X1
Hatchback,5,35854,2020,Petrol,2,Automatic,805000,Third Party,1197,Maruti,5,21.4,FWD,Delhi,Maruti Baleno
SUV,5,43623,2018,Petrol,1,Manual,735000,Third Party,1198,Tata,6,17.0,FWD,Delhi,Tata Nexon
Sedan,5,64229,2015,Petrol,2,Manual,441000,Comprehensive,1496,Toyota,5,16.78,FWD,Delhi,Toyota Etios
SUV,7,33000,2021,Diesel,1,Automatic,5575000,Comprehensive,1999,Land Rover,9,18.9,4WD,Delhi,Land Rover Discovery Sport
SUV,7,59605,2019,Diesel,2,Automatic,2890000,Comprehensive,3198,Ford,6,10.91,4WD,Delhi,Ford Endeavour
Hatchback,5,2997,2019,Petrol,1,Manual,397000,Comprehensive,999,Renault,5,23.01,FWD,Delhi,Renault KWID
Hatchback,5,9606,2021,Petrol,1,Manual,455000,Third Party,999,Renault,5,21.74,FWD,Delhi,Renault KWID
Sedan,5,75000,2015,Diesel,1,Automatic,3850000,Comprehensive,2987,Mercedes-Benz,7,13.5,RWD,Delhi,Mercedes-Benz S-Class
Sedan,5,41898,2020,Petrol,2,Automatic,713000,Third Party,1199,Honda,5,19.0,FWD,Delhi,Honda Amaze
Hatchback,5,23159,2021,Petrol,1,Manual,737000,Third Party,1197,Toyota,5,21.01,FWD,Delhi,Toyota Glanza
SUV,5,53488,2016,Petrol,1,Manual,540000,Third Party,1499,Ford,5,15.85,FWD,Delhi,Ford Ecosport
MUV,7,29000,2019,Diesel,1,Manual,1748999,Comprehensive,2393,Toyota,5,13.68,RWD,Delhi,Toyota Innova Crysta
SUV,6,6000,2023,Petrol,1,Automatic,2200000,Zero Dep,1451,MG,6,12.34,FWD,Delhi,MG Hector Plus
Sedan,5,68192,2019,Petrol,1,Manual,627000,Third Party,1197,Maruti,5,21.21,FWD,Delhi,Maruti Swift Dzire
SUV,5,600,2023,Petrol,1,Manual,1565000,Comprehensive,1497,Kia,6,16.8,FWD,Delhi,Kia Seltos
Sedan,5,13000,2020,Petrol,1,Automatic,4625000,Third Party,1997,Jaguar,8,10.8,RWD,Delhi,Jaguar XF
SUV,5,67756,2018,Diesel,1,Manual,772000,Third Party,1248,Maruti,5,24.3,FWD,Delhi,Maruti Vitara Brezza
SUV,5,83811,2017,Diesel,1,Manual,587000,Third Party,1248,Maruti,5,25.1,FWD,Delhi,Maruti SX4 S Cross
Hatchback,5,68000,2016,CNG,1,Manual,409999,Comprehensive,998,Maruti,5,31.79,FWD,Delhi,Maruti Celerio
Hatchback,5,4100,2022,Petrol,1,Manual,699000,Comprehensive,1197,Maruti,5,22.38,FWD,Delhi,Maruti Swift
Sedan,5,46243,2020,Petrol,1,Manual,642000,Comprehensive,1197,Maruti,5,21.21,FWD,Delhi,Maruti Swift Dzire
Sedan,4,37000,2014,Petrol,1,Automatic,2700000,Comprehensive,3498,Mercedes-Benz,7,9.26,RWD,Delhi,Mercedes-Benz CLS-Class
Hatchback,5,52123,2015,Petrol,2,Automatic,366000,Comprehensive,1198,Nissan,5,19.34,FWD,Delhi,Nissan Micra
SUV,7,66000,2016,Diesel,2,Automatic,4950000,Comprehensive,2987,Mercedes-Benz,9,11.0,AWD,Delhi,Mercedes-Benz GLS
Hatchback,5,23690,2015,Petrol,1,Manual,447000,Third Party,1197,Hyundai,5,18.9,FWD,Delhi,Hyundai Grand i10
Hatchback,5,70879,2016,Petrol,1,Manual,262000,Zero Dep,796,Maruti,5,22.05,FWD,Delhi,Maruti Alto 800
Hatchback,5,42000,2012,Petrol,1,Manual,265000,Comprehensive,1198,Volkswagen,5,16.47,FWD,Delhi,Volkswagen Polo
SUV,5,56000,2018,Diesel,2,Automatic,3875000,Comprehensive,1999,Jaguar,8,16.38,FWD,Delhi,Jaguar F-Pace
Sedan,5,12651,2017,Petrol,2,Manual,761000,Comprehensive,1497,Honda,5,17.8,FWD,Delhi,Honda City
Sedan,5,61000,2016,Petrol,1,Manual,430000,Comprehensive,1198,Honda,5,17.8,FWD,Delhi,Honda Amaze
Hatchback,5,98705,2018,CNG,1,Manual,401000,Comprehensive,998,Maruti,5,712.0,FWD,Delhi,Maruti Celerio
MUV,7,62000,2020,Diesel,1,Automatic,2950000,Comprehensive,2199,Kia,8,14.11,RWD,Delhi,Kia Carnival
Sedan,5,28000,2014,Petrol,1,Manual,380000,Comprehensive,1198,Honda,5,18.0,FWD,Delhi,Honda Amaze
SUV,7,36000,2020,Diesel,1,Manual,825000,Comprehensive,1493,Mahindra,5,16.5,RWD,Delhi,Mahindra Bolero Power Plus
Sedan,5,32000,2017,Diesel,1,Manual,635000,Comprehensive,1248,Maruti,5,28.4,FWD,Delhi,Maruti Swift Dzire
SUV,5,38000,2017,Diesel,1,Automatic,2250000,Third Party,1995,BMW,8,20.68,FWD,Delhi,BMW X1
Hatchback,5,33000,2017,Petrol,1,Manual,340000,Comprehensive,998,Maruti,5,23.95,FWD,Delhi,Maruti Alto K10
Sedan,5,68045,2018,Diesel,1,Automatic,950000,Third Party,1582,Hyundai,6,22.0,FWD,Delhi,Hyundai Verna
SUV,7,12000,2022,Diesel,1,Manual,1825000,Third Party,2184,Mahindra,6,18.9,FWD,Delhi,Mahindra Scorpio Classic
SUV,5,4000,2023,Diesel,1,Automatic,7200000,Comprehensive,1950,Mercedes-Benz,9,18.9,AWD,Delhi,Mercedes-Benz GLC
Hatchback,5,19765,2018,Petrol,1,Manual,392000,Zero Dep,998,Maruti,5,20.51,FWD,Delhi,Maruti Wagon R
SUV,5,7076,2021,Petrol,1,Manual,1205000,Third Party,1197,Mahindra,6,16.82,FWD,Delhi,Mahindra XUV300
Sedan,5,30560,2017,Petrol,1,Manual,743000,Zero Dep,1497,Honda,5,17.8,FWD,Delhi,Honda City
Sedan,5,5000,2020,Diesel,1,Automatic,3375000,Comprehensive,1999,Jaguar,8,18.9,RWD,Delhi,Jaguar XE
Hatchback,5,47944,2018,CNG,1,Manual,484999,Third Party,998,Maruti,5,31.79,FWD,Delhi,Maruti Celerio
SUV,5,78550,2016,Petrol,1,Automatic,878999,Comprehensive,1591,Hyundai,6,13.0,FWD,Delhi,Hyundai Creta
SUV,5,65000,2017,Petrol,1,Automatic,1050000,Third Party,1999,Hyundai,6,12.95,RWD,Delhi,Hyundai Tucson
SUV,5,32000,2022,Diesel,1,Automatic,1980000,Comprehensive,1493,Kia,6,18.0,FWD,Delhi,Kia Seltos
Sedan,5,58996,2017,Petrol,2,Manual,462000,Comprehensive,1199,Honda,5,19.5,FWD,Delhi,Honda Amaze
